category_primary,n,mean_market_avg,mean_market_trained,mean_delta,ci_low,ci_high,trained_win_rate,significant,better,pair_mix
ALL,200,27.020752331161486,25.06315453773892,-1.9575977934225646,-5.651996156767352,2.4673277093316535,0.585,False,n/a,"IJ, KL"
low,75,21.8296488700319,18.739948194528985,-3.089700675502911,-8.58958366509367,1.4238985002446194,0.5466666666666666,False,n/a,"IJ, KL"
lux,89,34.213630423281366,35.862252383675795,1.6486219603944219,-5.989325563518129,9.988760294516378,0.5280898876404494,False,n/a,IJ
mid,36,20.05315814744064,11.538731411415693,-8.514426736024951,-13.831186294890774,-3.651420210173304,0.8055555555555556,True,trained,"IJ, KL"
