category_primary,n,mean_market_avg,mean_market_trained,mean_delta,ci_low,ci_high,trained_win_rate,significant,better,pair_mix
ALL,79,60.17973712677764,16.042505933968478,-44.13723119280916,-59.19181234434575,-31.77769251229,0.8607594936708861,True,trained,IJ
low,35,50.69737869490073,18.082392061644626,-32.614986633256116,-65.29316168643,-11.61422132175744,0.7714285714285715,True,trained,IJ
lux,30,72.33374795015793,16.973062968493355,-55.36068498166459,-70.37583741638305,-41.461476267754826,0.9,True,trained,IJ
mid,14,57.84132429922641,8.948739826510526,-48.89258447271589,-67.24327156300565,-31.24594735929151,1.0,True,trained,IJ
